"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Septicaemia, unspecified"	"A41.9"	"Pennsylvania"	"42"	"2020 "	"2020"	2201	12783254	17.2
	"Septicaemia, unspecified"	"A41.9"	"Rhode Island"	"44"	"2020 "	"2020"	86	1057125	8.1
	"Septicaemia, unspecified"	"A41.9"	"South Carolina"	"45"	"2020 "	"2020"	931	5218040	17.8
	"Septicaemia, unspecified"	"A41.9"	"South Dakota"	"46"	"2020 "	"2020"	101	892717	11.3
	"Septicaemia, unspecified"	"A41.9"	"Tennessee"	"47"	"2020 "	"2020"	814	6886834	11.8
	"Septicaemia, unspecified"	"A41.9"	"Texas"	"48"	"2020 "	"2020"	3156	29360759	10.7
	"Septicaemia, unspecified"	"A41.9"	"Utah"	"49"	"2020 "	"2020"	204	3249879	6.3
	"Septicaemia, unspecified"	"A41.9"	"Vermont"	"50"	"2020 "	"2020"	46	623347	7.4
	"Septicaemia, unspecified"	"A41.9"	"Virginia"	"51"	"2020 "	"2020"	950	8590563	11.1
	"Septicaemia, unspecified"	"A41.9"	"Washington"	"53"	"2020 "	"2020"	581	7693612	7.6
	"Septicaemia, unspecified"	"A41.9"	"West Virginia"	"54"	"2020 "	"2020"	330	1784787	18.5
	"Septicaemia, unspecified"	"A41.9"	"Wisconsin"	"55"	"2020 "	"2020"	570	5832655	9.8
	"Septicaemia, unspecified"	"A41.9"	"Wyoming"	"56"	"2020 "	"2020"	32	582328	5.5
	"Legionnaires disease"	"A48.1"	"California"	"06"	"2020 "	"2020"	13	39368078	Unreliable
	"Legionnaires disease"	"A48.1"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"Legionnaires disease"	"A48.1"	"Michigan"	"26"	"2020 "	"2020"	13	9966555	Unreliable
	"Legionnaires disease"	"A48.1"	"New York"	"36"	"2020 "	"2020"	18	19336776	Unreliable
	"Legionnaires disease"	"A48.1"	"Ohio"	"39"	"2020 "	"2020"	17	11693217	Unreliable
	"Legionnaires disease"	"A48.1"	"Pennsylvania"	"42"	"2020 "	"2020"	12	12783254	Unreliable
	"Legionnaires disease"	"A48.1"	"Wisconsin"	"55"	"2020 "	"2020"	10	5832655	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Alabama"	"01"	"2020 "	"2020"	20	4921532	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Arizona"	"04"	"2020 "	"2020"	45	7421401	0.6
	"Staphylococcal infection, unspecified"	"A49.0"	"Arkansas"	"05"	"2020 "	"2020"	11	3030522	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"California"	"06"	"2020 "	"2020"	73	39368078	0.2
	"Staphylococcal infection, unspecified"	"A49.0"	"Colorado"	"08"	"2020 "	"2020"	25	5807719	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Florida"	"12"	"2020 "	"2020"	39	21733312	0.2
	"Staphylococcal infection, unspecified"	"A49.0"	"Georgia"	"13"	"2020 "	"2020"	19	10710017	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Illinois"	"17"	"2020 "	"2020"	25	12587530	0.2
	"Staphylococcal infection, unspecified"	"A49.0"	"Indiana"	"18"	"2020 "	"2020"	14	6754953	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Iowa"	"19"	"2020 "	"2020"	12	3163561	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Kentucky"	"21"	"2020 "	"2020"	17	4477251	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Louisiana"	"22"	"2020 "	"2020"	20	4645318	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Maine"	"23"	"2020 "	"2020"	15	1350141	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Maryland"	"24"	"2020 "	"2020"	18	6055802	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Massachusetts"	"25"	"2020 "	"2020"	15	6893574	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Michigan"	"26"	"2020 "	"2020"	34	9966555	0.3
	"Staphylococcal infection, unspecified"	"A49.0"	"Minnesota"	"27"	"2020 "	"2020"	15	5657342	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Mississippi"	"28"	"2020 "	"2020"	14	2966786	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Missouri"	"29"	"2020 "	"2020"	22	6151548	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"New Jersey"	"34"	"2020 "	"2020"	20	8882371	0.2
	"Staphylococcal infection, unspecified"	"A49.0"	"New York"	"36"	"2020 "	"2020"	73	19336776	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"North Carolina"	"37"	"2020 "	"2020"	46	10600823	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Ohio"	"39"	"2020 "	"2020"	41	11693217	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Oregon"	"41"	"2020 "	"2020"	13	4241507	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Pennsylvania"	"42"	"2020 "	"2020"	52	12783254	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"South Carolina"	"45"	"2020 "	"2020"	21	5218040	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Tennessee"	"47"	"2020 "	"2020"	31	6886834	0.5
	"Staphylococcal infection, unspecified"	"A49.0"	"Texas"	"48"	"2020 "	"2020"	85	29360759	0.3
	"Staphylococcal infection, unspecified"	"A49.0"	"Virginia"	"51"	"2020 "	"2020"	37	8590563	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"Washington"	"53"	"2020 "	"2020"	29	7693612	0.4
	"Staphylococcal infection, unspecified"	"A49.0"	"West Virginia"	"54"	"2020 "	"2020"	14	1784787	Unreliable
	"Staphylococcal infection, unspecified"	"A49.0"	"Wisconsin"	"55"	"2020 "	"2020"	23	5832655	0.4
	"Streptococcal infection, unspecified"	"A49.1"	"Arizona"	"04"	"2020 "	"2020"	10	7421401	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"California"	"06"	"2020 "	"2020"	26	39368078	0.1
	"Streptococcal infection, unspecified"	"A49.1"	"Florida"	"12"	"2020 "	"2020"	23	21733312	0.1
	"Streptococcal infection, unspecified"	"A49.1"	"Illinois"	"17"	"2020 "	"2020"	10	12587530	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"Michigan"	"26"	"2020 "	"2020"	10	9966555	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"New Jersey"	"34"	"2020 "	"2020"	13	8882371	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"New York"	"36"	"2020 "	"2020"	33	19336776	0.2
	"Streptococcal infection, unspecified"	"A49.1"	"North Carolina"	"37"	"2020 "	"2020"	16	10600823	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"Pennsylvania"	"42"	"2020 "	"2020"	16	12783254	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"Texas"	"48"	"2020 "	"2020"	24	29360759	0.1
	"Streptococcal infection, unspecified"	"A49.1"	"Virginia"	"51"	"2020 "	"2020"	12	8590563	Unreliable
	"Streptococcal infection, unspecified"	"A49.1"	"Washington"	"53"	"2020 "	"2020"	16	7693612	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Arizona"	"04"	"2020 "	"2020"	16	7421401	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"California"	"06"	"2020 "	"2020"	36	39368078	0.1
	"Other bacterial infections of unspecified site"	"A49.8"	"Florida"	"12"	"2020 "	"2020"	23	21733312	0.1
	"Other bacterial infections of unspecified site"	"A49.8"	"Georgia"	"13"	"2020 "	"2020"	14	10710017	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Illinois"	"17"	"2020 "	"2020"	17	12587530	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Massachusetts"	"25"	"2020 "	"2020"	10	6893574	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Michigan"	"26"	"2020 "	"2020"	11	9966555	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Missouri"	"29"	"2020 "	"2020"	17	6151548	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"New York"	"36"	"2020 "	"2020"	37	19336776	0.2
	"Other bacterial infections of unspecified site"	"A49.8"	"North Carolina"	"37"	"2020 "	"2020"	21	10600823	0.2
	"Other bacterial infections of unspecified site"	"A49.8"	"Ohio"	"39"	"2020 "	"2020"	21	11693217	0.2
	"Other bacterial infections of unspecified site"	"A49.8"	"Pennsylvania"	"42"	"2020 "	"2020"	20	12783254	0.2
	"Other bacterial infections of unspecified site"	"A49.8"	"Texas"	"48"	"2020 "	"2020"	42	29360759	0.1
	"Other bacterial infections of unspecified site"	"A49.8"	"Virginia"	"51"	"2020 "	"2020"	15	8590563	Unreliable
	"Other bacterial infections of unspecified site"	"A49.8"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Alabama"	"01"	"2020 "	"2020"	26	4921532	0.5
	"Bacterial infection, unspecified"	"A49.9"	"Arizona"	"04"	"2020 "	"2020"	37	7421401	0.5
	"Bacterial infection, unspecified"	"A49.9"	"Arkansas"	"05"	"2020 "	"2020"	16	3030522	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"California"	"06"	"2020 "	"2020"	55	39368078	0.1
	"Bacterial infection, unspecified"	"A49.9"	"Colorado"	"08"	"2020 "	"2020"	15	5807719	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Florida"	"12"	"2020 "	"2020"	52	21733312	0.2
	"Bacterial infection, unspecified"	"A49.9"	"Georgia"	"13"	"2020 "	"2020"	29	10710017	0.3
	"Bacterial infection, unspecified"	"A49.9"	"Illinois"	"17"	"2020 "	"2020"	44	12587530	0.3
	"Bacterial infection, unspecified"	"A49.9"	"Indiana"	"18"	"2020 "	"2020"	30	6754953	0.4
	"Bacterial infection, unspecified"	"A49.9"	"Kentucky"	"21"	"2020 "	"2020"	14	4477251	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Louisiana"	"22"	"2020 "	"2020"	11	4645318	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Maine"	"23"	"2020 "	"2020"	13	1350141	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Maryland"	"24"	"2020 "	"2020"	38	6055802	0.6
	"Bacterial infection, unspecified"	"A49.9"	"Massachusetts"	"25"	"2020 "	"2020"	45	6893574	0.7
	"Bacterial infection, unspecified"	"A49.9"	"Michigan"	"26"	"2020 "	"2020"	28	9966555	0.3
	"Bacterial infection, unspecified"	"A49.9"	"Minnesota"	"27"	"2020 "	"2020"	11	5657342	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Mississippi"	"28"	"2020 "	"2020"	11	2966786	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Missouri"	"29"	"2020 "	"2020"	24	6151548	0.4
	"Bacterial infection, unspecified"	"A49.9"	"New Jersey"	"34"	"2020 "	"2020"	45	8882371	0.5
	"Bacterial infection, unspecified"	"A49.9"	"New York"	"36"	"2020 "	"2020"	88	19336776	0.5
	"Bacterial infection, unspecified"	"A49.9"	"North Carolina"	"37"	"2020 "	"2020"	40	10600823	0.4
	"Bacterial infection, unspecified"	"A49.9"	"Ohio"	"39"	"2020 "	"2020"	39	11693217	0.3
	"Bacterial infection, unspecified"	"A49.9"	"Oklahoma"	"40"	"2020 "	"2020"	10	3980783	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Pennsylvania"	"42"	"2020 "	"2020"	56	12783254	0.4
	"Bacterial infection, unspecified"	"A49.9"	"South Carolina"	"45"	"2020 "	"2020"	25	5218040	0.5
	"Bacterial infection, unspecified"	"A49.9"	"Tennessee"	"47"	"2020 "	"2020"	22	6886834	0.3
	"Bacterial infection, unspecified"	"A49.9"	"Texas"	"48"	"2020 "	"2020"	63	29360759	0.2
	"Bacterial infection, unspecified"	"A49.9"	"Virginia"	"51"	"2020 "	"2020"	75	8590563	0.9
	"Bacterial infection, unspecified"	"A49.9"	"Washington"	"53"	"2020 "	"2020"	14	7693612	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"West Virginia"	"54"	"2020 "	"2020"	12	1784787	Unreliable
	"Bacterial infection, unspecified"	"A49.9"	"Wisconsin"	"55"	"2020 "	"2020"	11	5832655	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"California"	"06"	"2020 "	"2020"	62	39368078	0.2
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Colorado"	"08"	"2020 "	"2020"	12	5807719	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Florida"	"12"	"2020 "	"2020"	23	21733312	0.1
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Georgia"	"13"	"2020 "	"2020"	10	10710017	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Illinois"	"17"	"2020 "	"2020"	23	12587530	0.2
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Indiana"	"18"	"2020 "	"2020"	14	6754953	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Kentucky"	"21"	"2020 "	"2020"	11	4477251	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Massachusetts"	"25"	"2020 "	"2020"	21	6893574	0.3
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Michigan"	"26"	"2020 "	"2020"	16	9966555	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Minnesota"	"27"	"2020 "	"2020"	11	5657342	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"New York"	"36"	"2020 "	"2020"	28	19336776	0.1
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"North Carolina"	"37"	"2020 "	"2020"	15	10600823	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Ohio"	"39"	"2020 "	"2020"	24	11693217	0.2
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Pennsylvania"	"42"	"2020 "	"2020"	23	12783254	0.2
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Texas"	"48"	"2020 "	"2020"	34	29360759	0.1
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Virginia"	"51"	"2020 "	"2020"	12	8590563	Unreliable
	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Washington"	"53"	"2020 "	"2020"	15	7693612	Unreliable
	"Unspecified viral encephalitis"	"A86"	"California"	"06"	"2020 "	"2020"	13	39368078	Unreliable
	"Unspecified viral encephalitis"	"A86"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"West Nile fever"	"A92.3"	"California"	"06"	"2020 "	"2020"	15	39368078	Unreliable
	"West Nile fever"	"A92.3"	"Texas"	"48"	"2020 "	"2020"	22	29360759	0.1
	"Herpesviral encephalitis"	"B00.4"	"California"	"06"	"2020 "	"2020"	21	39368078	0.1
	"Herpesviral encephalitis"	"B00.4"	"Florida"	"12"	"2020 "	"2020"	19	21733312	Unreliable
	"Herpesviral encephalitis"	"B00.4"	"New York"	"36"	"2020 "	"2020"	11	19336776	Unreliable
	"Herpesviral encephalitis"	"B00.4"	"North Carolina"	"37"	"2020 "	"2020"	11	10600823	Unreliable
	"Herpesviral encephalitis"	"B00.4"	"Pennsylvania"	"42"	"2020 "	"2020"	12	12783254	Unreliable
	"Herpesviral encephalitis"	"B00.4"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"California"	"06"	"2020 "	"2020"	57	39368078	0.1
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Florida"	"12"	"2020 "	"2020"	23	21733312	0.1
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Kentucky"	"21"	"2020 "	"2020"	11	4477251	Unreliable
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"New Jersey"	"34"	"2020 "	"2020"	12	8882371	Unreliable
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"New York"	"36"	"2020 "	"2020"	25	19336776	0.1
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Ohio"	"39"	"2020 "	"2020"	11	11693217	Unreliable
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Tennessee"	"47"	"2020 "	"2020"	15	6886834	Unreliable
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	"Texas"	"48"	"2020 "	"2020"	24	29360759	0.1
	"Acute viral hepatitis, unspecified"	"B17.9"	"Texas"	"48"	"2020 "	"2020"	10	29360759	Unreliable
	"Chronic viral hepatitis B without delta-agent"	"B18.1"	"California"	"06"	"2020 "	"2020"	24	39368078	0.1
	"Chronic viral hepatitis C"	"B18.2"	"Alabama"	"01"	"2020 "	"2020"	30	4921532	0.6
	"Chronic viral hepatitis C"	"B18.2"	"Alaska"	"02"	"2020 "	"2020"	10	731158	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Arizona"	"04"	"2020 "	"2020"	86	7421401	1.2
	"Chronic viral hepatitis C"	"B18.2"	"Arkansas"	"05"	"2020 "	"2020"	32	3030522	1.1
	"Chronic viral hepatitis C"	"B18.2"	"California"	"06"	"2020 "	"2020"	511	39368078	1.3
	"Chronic viral hepatitis C"	"B18.2"	"Colorado"	"08"	"2020 "	"2020"	74	5807719	1.3
	"Chronic viral hepatitis C"	"B18.2"	"Connecticut"	"09"	"2020 "	"2020"	26	3557006	0.7
	"Chronic viral hepatitis C"	"B18.2"	"Florida"	"12"	"2020 "	"2020"	231	21733312	1.1
	"Chronic viral hepatitis C"	"B18.2"	"Georgia"	"13"	"2020 "	"2020"	79	10710017	0.7
	"Chronic viral hepatitis C"	"B18.2"	"Hawaii"	"15"	"2020 "	"2020"	18	1407006	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Idaho"	"16"	"2020 "	"2020"	19	1826913	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Illinois"	"17"	"2020 "	"2020"	64	12587530	0.5
	"Chronic viral hepatitis C"	"B18.2"	"Indiana"	"18"	"2020 "	"2020"	38	6754953	0.6
	"Chronic viral hepatitis C"	"B18.2"	"Iowa"	"19"	"2020 "	"2020"	19	3163561	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Kansas"	"20"	"2020 "	"2020"	28	2913805	1.0
	"Chronic viral hepatitis C"	"B18.2"	"Kentucky"	"21"	"2020 "	"2020"	64	4477251	1.4
	"Chronic viral hepatitis C"	"B18.2"	"Louisiana"	"22"	"2020 "	"2020"	64	4645318	1.4
	"Chronic viral hepatitis C"	"B18.2"	"Maine"	"23"	"2020 "	"2020"	10	1350141	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Maryland"	"24"	"2020 "	"2020"	74	6055802	1.2
	"Chronic viral hepatitis C"	"B18.2"	"Massachusetts"	"25"	"2020 "	"2020"	46	6893574	0.7
	"Chronic viral hepatitis C"	"B18.2"	"Michigan"	"26"	"2020 "	"2020"	83	9966555	0.8
	"Chronic viral hepatitis C"	"B18.2"	"Minnesota"	"27"	"2020 "	"2020"	32	5657342	0.6
	"Chronic viral hepatitis C"	"B18.2"	"Mississippi"	"28"	"2020 "	"2020"	28	2966786	0.9
	"Chronic viral hepatitis C"	"B18.2"	"Missouri"	"29"	"2020 "	"2020"	50	6151548	0.8
	"Chronic viral hepatitis C"	"B18.2"	"Montana"	"30"	"2020 "	"2020"	19	1080577	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Nevada"	"32"	"2020 "	"2020"	46	3138259	1.5
	"Chronic viral hepatitis C"	"B18.2"	"New Jersey"	"34"	"2020 "	"2020"	41	8882371	0.5
	"Chronic viral hepatitis C"	"B18.2"	"New Mexico"	"35"	"2020 "	"2020"	49	2106319	2.3
	"Chronic viral hepatitis C"	"B18.2"	"New York"	"36"	"2020 "	"2020"	145	19336776	0.7
	"Chronic viral hepatitis C"	"B18.2"	"North Carolina"	"37"	"2020 "	"2020"	98	10600823	0.9
	"Chronic viral hepatitis C"	"B18.2"	"Ohio"	"39"	"2020 "	"2020"	92	11693217	0.8
	"Chronic viral hepatitis C"	"B18.2"	"Oklahoma"	"40"	"2020 "	"2020"	64	3980783	1.6
	"Chronic viral hepatitis C"	"B18.2"	"Oregon"	"41"	"2020 "	"2020"	88	4241507	2.1
	"Chronic viral hepatitis C"	"B18.2"	"Pennsylvania"	"42"	"2020 "	"2020"	106	12783254	0.8
	"Chronic viral hepatitis C"	"B18.2"	"South Carolina"	"45"	"2020 "	"2020"	47	5218040	0.9
	"Chronic viral hepatitis C"	"B18.2"	"Tennessee"	"47"	"2020 "	"2020"	143	6886834	2.1
	"Chronic viral hepatitis C"	"B18.2"	"Texas"	"48"	"2020 "	"2020"	289	29360759	1.0
	"Chronic viral hepatitis C"	"B18.2"	"Utah"	"49"	"2020 "	"2020"	14	3249879	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Virginia"	"51"	"2020 "	"2020"	69	8590563	0.8
	"Chronic viral hepatitis C"	"B18.2"	"Washington"	"53"	"2020 "	"2020"	98	7693612	1.3
	"Chronic viral hepatitis C"	"B18.2"	"West Virginia"	"54"	"2020 "	"2020"	18	1784787	Unreliable
	"Chronic viral hepatitis C"	"B18.2"	"Wisconsin"	"55"	"2020 "	"2020"	36	5832655	0.6
	"Chronic viral hepatitis C"	"B18.2"	"Wyoming"	"56"	"2020 "	"2020"	14	582328	Unreliable
	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	"Texas"	"48"	"2020 "	"2020"	15	29360759	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"California"	"06"	"2020 "	"2020"	50	39368078	0.1
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Florida"	"12"	"2020 "	"2020"	54	21733312	0.2
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Georgia"	"13"	"2020 "	"2020"	25	10710017	0.2
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Illinois"	"17"	"2020 "	"2020"	12	12587530	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Louisiana"	"22"	"2020 "	"2020"	13	4645318	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Maryland"	"24"	"2020 "	"2020"	15	6055802	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"New York"	"36"	"2020 "	"2020"	39	19336776	0.2
	"HIV disease resulting in other bacterial infections"	"B20.1"	"North Carolina"	"37"	"2020 "	"2020"	13	10600823	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Ohio"	"39"	"2020 "	"2020"	11	11693217	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Pennsylvania"	"42"	"2020 "	"2020"	11	12783254	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Tennessee"	"47"	"2020 "	"2020"	17	6886834	Unreliable
	"HIV disease resulting in other bacterial infections"	"B20.1"	"Texas"	"48"	"2020 "	"2020"	48	29360759	0.2
	"HIV disease resulting in other viral infections"	"B20.3"	"California"	"06"	"2020 "	"2020"	14	39368078	Unreliable
	"HIV disease resulting in other viral infections"	"B20.3"	"Florida"	"12"	"2020 "	"2020"	26	21733312	0.1
	"HIV disease resulting in other viral infections"	"B20.3"	"New York"	"36"	"2020 "	"2020"	23	19336776	0.1
	"HIV disease resulting in other viral infections"	"B20.3"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"HIV disease resulting in other mycoses"	"B20.5"	"California"	"06"	"2020 "	"2020"	12	39368078	Unreliable
	"HIV disease resulting in other mycoses"	"B20.5"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"HIV disease resulting in other mycoses"	"B20.5"	"Texas"	"48"	"2020 "	"2020"	11	29360759	Unreliable
	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"California"	"06"	"2020 "	"2020"	18	39368078	Unreliable
	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"Florida"	"12"	"2020 "	"2020"	16	21733312	Unreliable
	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"Georgia"	"13"	"2020 "	"2020"	16	10710017	Unreliable
	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	"New York"	"36"	"2020 "	"2020"	15	19336776	Unreliable
